taxonID,scientificName,family,genericName,specificEpithet,taxonRank,infraspecificEpithet,scientificNameAuthorship,kingdom
2626,Urtica pilulifera L.,Urticaceae,Urtica,pilulifera,species,,L.,Plantae
2627,Urtica urens L.,Urticaceae,Urtica,urens,species,,L.,Plantae
2628,Utricularia australis R. Br.,Lentibulariaceae,Utricularia,australis,species,,R. Br.,Plantae
2629,Utricularia minor L.,Lentibulariaceae,Utricularia,minor,species,,L.,Plantae
2632,Vaccaria hispanica (Mill.) Rauschert,Caryophyllaceae,Vaccaria,hispanica,species,,(Mill.) Rauschert,Plantae
2633,Vaccinium myrtillus L.,Ericaceae,Vaccinium,myrtillus,species,,L.,Plantae
2634,Vaccinium uliginosum L.,Ericaceae,Vaccinium,uliginosum,species,,L.,Plantae
2635,Valeriana dioica L.,Valerianaceae,Valeriana,dioica,species,,L.,Plantae
2637,Valeriana montana L.,Valerianaceae,Valeriana,montana,species,,L.,Plantae
2641,Valeriana pyrenaica L.,Valerianaceae,Valeriana,pyrenaica,species,,L.,Plantae
2643,Valeriana tuberosa L.,Valerianaceae,Valeriana,tuberosa,species,,L.,Plantae
2645,Valerianella coronata (L.) DC.,Valerianaceae,Valerianella,coronata,species,,(L.) DC.,Plantae
2646,Valerianella dentata (L.) Pollich,Valerianaceae,Valerianella,dentata,species,,(L.) Pollich,Plantae
2648,Valerianella eriocarpa Desv.,Valerianaceae,Valerianella,eriocarpa,species,,Desv.,Plantae
2649,Valerianella locusta (L.) Laterr. subsp. locusta,Valerianaceae,Valerianella,locusta,subsp.,locusta,(L.) Laterr.,Plantae
2650,Valerianella locusta (L.) Laterr. subsp. lusitanica (Pau ex Font Quer) M. Laínz,Valerianaceae,Valerianella,locusta,subsp.,lusitanica,(Pau ex Font Quer) M. Laínz,Plantae
2655,Vandesboschia speciosa (Willd.) G. Kunkel,Hymenophyllaceae,Vandesboschia,speciosa,species,,(Willd.) G. Kunkel,Plantae
2656,Velezia rigida Loefl. ex L.,Caryophyllaceae,Velezia,rigida,species,,Loefl. ex L.,Plantae
2657,Veratrum album L.,Liliaceae,Veratrum,album,species,,L.,Plantae
2661,Verbascum pulverulentum Vill.,Scrophulariaceae,Verbascum,pulverulentum,species,,Vill.,Plantae
2663,Verbascum sinuatum L.,Scrophulariaceae,Verbascum,sinuatum,species,,L.,Plantae
2664,Verbascum thapsus L.,Scrophulariaceae,Verbascum,thapsus,species,,L.,Plantae
2665,Verbascum virgatum Stokes,Scrophulariaceae,Verbascum,virgatum,species,,Stokes,Plantae
2667,Verbena officinalis L.,Verbenaceae,Verbena,officinalis,species,,L.,Plantae
2668,Veronica agrestis L.,Scrophulariaceae,Veronica,agrestis,species,,L.,Plantae
2669,Veronica anagallis-aquatica L. subsp. anagallis-aquatica,Scrophulariaceae,Veronica,anagallis-aquatica,subsp.,anagallis-aquatica,L.,Plantae
2670,Veronica anagalloides Guss. subsp. anagalloides,Scrophulariaceae,Veronica,anagalloides,subsp.,anagalloides,Guss.,Plantae
2671,Veronica arvensis L.,Scrophulariaceae,Veronica,arvensis,species,,L.,Plantae
2673,Veronica beccabunga L. subsp. beccabunga,Scrophulariaceae,Veronica,beccabunga,subsp.,beccabunga,L.,Plantae
2676,Veronica chamaedrys L. subsp. chamaedrys,Scrophulariaceae,Veronica,chamaedrys,subsp.,chamaedrys,L.,Plantae
2677,Veronica hederifolia L.,Scrophulariaceae,Veronica,hederifolia,species,,L.,Plantae
2679,Veronica micrantha Hoffmanns. & Link,Scrophulariaceae,Veronica,micrantha,species,,Hoffmanns. & Link,Plantae
2680,Veronica montana L.,Scrophulariaceae,Veronica,montana,species,,L.,Plantae
2681,Veronica officinalis L.,Scrophulariaceae,Veronica,officinalis,species,,L.,Plantae
2682,Veronica peregrina L. subsp. peregrina,Scrophulariaceae,Veronica,peregrina,subsp.,peregrina,L.,Plantae
2683,Veronica persica Poir.,Scrophulariaceae,Veronica,persica,species,,Poir.,Plantae
2684,Veronica polita Fr.,Scrophulariaceae,Veronica,polita,species,,Fr.,Plantae
2685,Veronica scutellata L.,Scrophulariaceae,Veronica,scutellata,species,,L.,Plantae
2687,Veronica serpyllifolia L. subsp. serpyllifolia,Scrophulariaceae,Veronica,serpyllifolia,subsp.,serpyllifolia,L.,Plantae
2688,Veronica triphyllos L.,Scrophulariaceae,Veronica,triphyllos,species,,L.,Plantae
2689,Veronica verna L.,Scrophulariaceae,Veronica,verna,species,,L.,Plantae
2690,Viburnum opulus L.,Caprifoliaceae,Viburnum,opulus,species,,L.,Plantae
2692,Vicia articulata Hornem.,Leguminosae,Vicia,articulata,species,,Hornem.,Plantae
2693,Vicia benghalensis L.,Leguminosae,Vicia,benghalensis,species,,L.,Plantae
2694,Vicia bithynica (L.) L.,Leguminosae,Vicia,bithynica,species,,(L.) L.,Plantae
2695,Vicia cracca L.,Leguminosae,Vicia,cracca,species,,L.,Plantae
2697,Vicia disperma DC.,Leguminosae,Vicia,disperma,species,,DC.,Plantae
2698,Vicia hirsuta (L.) Gray,Leguminosae,Vicia,hirsuta,species,,(L.) Gray,Plantae
2699,Vicia incana Gouan,Leguminosae,Vicia,incana,species,,Gouan,Plantae
2700,Vicia lathyroides L.,Leguminosae,Vicia,lathyroides,species,,L.,Plantae
2701,Vicia lutea L. subsp. lutea,Leguminosae,Vicia,lutea,subsp.,lutea,L.,Plantae
2703,Vicia orobus DC.,Leguminosae,Vicia,orobus,species,,DC.,Plantae
2704,Vicia peregrina L.,Leguminosae,Vicia,peregrina,species,,L.,Plantae
2705,Vicia pubescens (DC.) Link,Leguminosae,Vicia,pubescens,species,,(DC.) Link,Plantae
2707,Vicia cordata Hoppe,Leguminosae,Vicia,cordata,species,,Hoppe,Plantae
2708,Vicia angustifolia L.,Leguminosae,Vicia,angustifolia,species,,L.,Plantae
2709,Vicia sativa L. subsp. sativa,Leguminosae,Vicia,sativa,subsp.,sativa,L.,Plantae
2710,Vicia sepium L.,Leguminosae,Vicia,sepium,species,,L.,Plantae
2711,Vicia tenuifolia Roth,Leguminosae,Vicia,tenuifolia,species,,Roth,Plantae
2712,Vicia tetrasperma (L.) Schreb.,Leguminosae,Vicia,tetrasperma,species,,(L.) Schreb.,Plantae
2713,Vicia dasycarpa Ten.,Leguminosae,Vicia,dasycarpa,species,,Ten.,Plantae
2714,Vincetoxicum hirundinaria Medik.,Asclepiadaceae,Vincetoxicum,hirundinaria,species,,Medik.,Plantae
2715,Viola alba Besser,Violaceae,Viola,alba,species,,Besser,Plantae
2716,Viola arvensis Murray,Violaceae,Viola,arvensis,species,,Murray,Plantae
2717,Viola bubanii Timb.-Lagr.,Violaceae,Viola,bubanii,species,,Timb.-Lagr.,Plantae
2718,Viola canina L.,Violaceae,Viola,canina,species,,L.,Plantae
2720,Viola hirta L.,Violaceae,Viola,hirta,species,,L.,Plantae
2721,Viola kitaibeliana Schult.,Violaceae,Viola,kitaibeliana,species,,Schult.,Plantae
2722,Viola lactea Sm.,Violaceae,Viola,lactea,species,,Sm.,Plantae
2723,Viola odorata L.,Violaceae,Viola,odorata,species,,L.,Plantae
2724,Viola palustris L. subsp. palustris,Violaceae,Viola,palustris,subsp.,palustris,L.,Plantae
2725,Viola parvula Tineo,Violaceae,Viola,parvula,species,,Tineo,Plantae
2726,Viola pyrenaica Ramond ex DC.,Violaceae,Viola,pyrenaica,species,,Ramond ex DC.,Plantae
2727,Viola reichenbachiana Jord. ex Boreau,Violaceae,Viola,reichenbachiana,species,,Jord. ex Boreau,Plantae
2728,Viola riviniana Reichenb.,Violaceae,Viola,riviniana,species,,Reichenb.,Plantae
2729,Viola saxatilis F.W. Schmidt,Violaceae,Viola,saxatilis,species,,F.W. Schmidt,Plantae
2730,Viola suavis M. Bieb.,Violaceae,Viola,suavis,species,,M. Bieb.,Plantae
2732,Viscum album L.,Lorantaceae,Viscum,album,species,,L.,Plantae
2733,Vitis vinifera L.,Vitaceae,Vitis,vinifera,species,,L.,Plantae
2734,Vulpia alopecurus (Schousb.) Dumort.,Gramineae,Vulpia,alopecurus,species,,(Schousb.) Dumort.,Plantae
2736,Vulpia ciliata Dumort. subsp. ciliata,Gramineae,Vulpia,ciliata,subsp.,ciliata,Dumort.,Plantae
2737,"Vulpia membranacea (L.) Dumort. subsp. fasciculata (Forssk.) O. Bolòs, Masalles & Vigo",Gramineae,Vulpia,membranacea,subsp.,fasciculata,"(Forssk.) O. Bolòs, Masalles & Vigo",Plantae
2738,Vulpia geniculata (L.) Link,Gramineae,Vulpia,geniculata,species,,(L.) Link,Plantae
2739,Vulpia membranacea (L.) Dumort.,Gramineae,Vulpia,membranacea,species,,(L.) Dumort.,Plantae
2741,Vulpia myuros (L.) C.C. Gmel.,Gramineae,Vulpia,myuros,species,,(L.) C.C. Gmel.,Plantae
2742,Vulpia unilateralis (L.) Stace subsp. unilateralis,Gramineae,Vulpia,unilateralis,subsp.,unilateralis,(L.) Stace,Plantae
2743,Wahlenbergia hederacea (L.) Rchb.,Campanulaceae,Wahlenbergia,hederacea,species,,(L.) Rchb.,Plantae
2744,Woodwardia radicans (L.) Sm.,Blechnaceae,Woodwardia,radicans,species,,(L.) Sm.,Plantae
2745,Xanthium orientale L.,Compositae,Xanthium,orientale,species,,L.,Plantae
2746,Acanthoxanthium spinosum L. Fourr. subsp. spinosum,Compositae,Acanthoxanthium,spinosum,subsp.,spinosum,L. Fourr.,Plantae
2747,Xanthium strumarium L. subsp. strumarium,Compositae,Xanthium,strumarium,subsp.,strumarium,L.,Plantae
2748,Xeranthemum inapertum (L.) Mill.,Compositae,Xeranthemum,inapertum,species,,(L.) Mill.,Plantae
2750,"Xolantha globulariifolia (Lam.) Gallego, Muñoz Garm. & C. Navarro",Cistaceae,Xolantha,globulariifolia,species,,"(Lam.) Gallego, Muñoz Garm. & C. Navarro",Plantae
2751,"Xolantha guttata (L.) Gallego, Muñoz Garm. & C. Navarro",Cistaceae,Xolantha,guttata,species,,"(L.) Gallego, Muñoz Garm. & C. Navarro",Plantae
2752,"Xolantha plantaginea (Willd.) Gallego, Muñoz Garm. & C. Navarro",Cistaceae,Xolantha,plantaginea,species,,"(Willd.) Gallego, Muñoz Garm. & C. Navarro",Plantae
2753,"Xolantha tuberaria (L.). Gallego, Muñoz Garm. & C. Navarro",Cistaceae,Xolantha,tuberaria,species,,"(L.). Gallego, Muñoz Garm. & C. Navarro",Plantae
2754,Zannichellia palustris L.,Zannichelliaceae,Zannichellia,palustris,species,,L.,Plantae
2755,Zantedeschia aethiopica (L.) Spreng.,Araceae,Zantedeschia,aethiopica,species,,(L.) Spreng.,Plantae
2756,Zea mays L.,Gramineae,Zea,mays,species,,L.,Plantae
2757,Zostera marina L.,Zosteraceae,Zostera,marina,species,,L.,Plantae
2758,Zostera noltii Hornem.,Zosteraceae,Zostera,noltii,species,,Hornem.,Plantae
2759,Lilaeopsis carolinensis J.M. Coult. & Rose,Umbelliferae,Lilaeopsis,carolinensis,species,,J.M. Coult. & Rose,Plantae
2763,Selaginella kraussiana (Kunze) A. Br.,Selaginellaceae,Selaginella,kraussiana,species,,(Kunze) A. Br.,Plantae
2764,Carpobrotus edulis (L.) N.E. Br.,Aizoaceae,Carpobrotus,edulis,species,,(L.) N.E. Br.,Plantae
2765,Mesembryanthemum nodiflorum L.,Aizoaceae,Mesembryanthemum,nodiflorum,species,,L.,Plantae
2766,Vinca difformis Pourr. subsp. difformis,Apocynaceae,Vinca,difformis,subsp.,difformis,Pourr.,Plantae
2769,Vinca major L. subsp. major,Apocynaceae,Vinca,major,subsp.,major,L.,Plantae
2774,Anchusa calcarea Boiss. Subsp. calcarea,Boraginaceae,Anchusa,calcarea,species,,Boiss. Subsp.,Plantae
2775,Cerinthe gymnandra Gasp. subsp. gymnandra,Boraginaceae,Cerinthe,gymnandra,subsp.,gymnandra,Gasp.,Plantae
2777,Myosotis debilis Pomel,Boraginaceae,Myosotis,debilis,species,,Pomel,Plantae
2783,Viburnum lantana L.,Caprifoliaceae,Viburnum,lantana,species,,L.,Plantae
2791,Spergularia diandra (Guss.) Boiss.,Caryophyllaceae,Spergularia,diandra,species,,(Guss.) Boiss.,Plantae
2796,Arctium minus (Hill.) Bernh.,Compositae,Arctium,minus,species,,(Hill.) Bernh.,Plantae
2806,Centaurea polyacantha Willd.,Compositae,Centaurea,polyacantha,species,,Willd.,Plantae
2811,Hieracium murorum L.,Compositae,Hieracium,murorum,species,,L.,Plantae
2818,Lactuca sativa L.,Compositae,Lactuca,sativa,species,,L.,Plantae
2821,Picnomon acarna (L.) Cass.,Compositae,Picnomon,acarna,species,,(L.) Cass.,Plantae
2822,Scorzonera angustifolia L.,Compositae,Scorzonera,angustifolia,species,,L.,Plantae
2823,Senecio angulatus L. fil.,Compositae,Senecio,angulatus,species,,L. fil.,Plantae
2827,Taraxacum ekmanii Dahlst.,Compositae,Taraxacum,ekmanii,species,,Dahlst.,Plantae
2828,Taraxacum gallaecicum Soest,Compositae,Taraxacum,gallaecicum,species,,Soest,Plantae
2830,Ipomoea indica (Burm.) Merr.,Convolvulaceae,Ipomoea,indica,species,,(Burm.) Merr.,Plantae
2831,Sedum sediforme (Jacq.) Pau,Crassulaceae,Sedum,sediforme,species,,(Jacq.) Pau,Plantae
2832,Aethionema marginatum (Lapeyr.) Montemurro,Cruciferae,Aethionema,marginatum,species,,(Lapeyr.) Montemurro,Plantae
2833,Aethionema monospermum R. Br.,Cruciferae,Aethionema,monospermum,species,,R. Br.,Plantae
2834,Alyssum loiseleuri P. Fourn. subsp. gallaecicum S. Ortiz,Cruciferae,Alyssum,loiseleuri,subsp.,gallaecicum,S. Ortiz,Plantae
2838,Cochlearia aestuaria (J. Lloyd) Heywood,Cruciferae,Cochlearia,aestuaria,species,,(J. Lloyd) Heywood,Plantae
2839,Erysimum cheiri (L.) Crantz,Cruciferae,Erysimum,cheiri,species,,(L.) Crantz,Plantae
2840,Jonopsidium abulense (Pau) Rothm.,Cruciferae,Jonopsidium,abulense,species,,(Pau) Rothm.,Plantae
2841,Lepidium bonariense L.,Cruciferae,Lepidium,bonariense,species,,L.,Plantae
2843,Raphanus sativus L.,Cruciferae,Raphanus,sativus,species,,L.,Plantae
2844,Thlaspi caerulescens J. & C. Presl,Cruciferae,Thlaspi,caerulescens,species,,J. & C. Presl,Plantae
2846,Knautia nevadensis (M. Winkl. ex Szabó) Szabó,Dipsacaceae,Knautia,nevadensis,species,,(M. Winkl. ex Szabó) Szabó,Plantae
2853,Erodium carvifolium Boiss. & Reut.,Geraniaceae,Erodium,carvifolium,species,,Boiss. & Reut.,Plantae
2855,Erodium maritimum (L.) L'Hér.,Geraniaceae,Erodium,maritimum,species,,(L.) L'Hér.,Plantae
2862,Origanum vulgare L. subsp. virens (Hoffmanns. & Link) Bonnier & Layens,Labiatae,Origanum,vulgare,subsp.,virens,(Hoffmanns. & Link) Bonnier & Layens,Plantae
2877,"Genista sanabrensis Valdés Berm., Castrov. & Casaseca",Leguminosae,Genista,sanabrensis,species,,"Valdés Berm., Castrov. & Casaseca",Plantae
2878,Lathyrus aphaca L.,Leguminosae,Lathyrus,aphaca,species,,L.,Plantae
2879,Medicago italica (Mill.) Fiori,Leguminosae,Medicago,italica,species,,(Mill.) Fiori,Plantae
2881,Spartium junceum L.,Leguminosae,Spartium,junceum,species,,L.,Plantae
2882,Trifolium bocconei Savi,Leguminosae,Trifolium,bocconei,species,,Savi,Plantae
2884,Vicia faba L.,Leguminosae,Vicia,faba,species,,L.,Plantae
2885,Vicia parviflora Cav.,Leguminosae,Vicia,parviflora,species,,Cav.,Plantae
2886,Fraxinus americana L.,Oleaceae,Fraxinus,americana,species,,L.,Plantae
2892,Paeonia officinalis L. subsp. microcarpa (Boiss. & Reut.) Nyman,Paeoniaceae,Paeonia,officinalis,subsp.,microcarpa,(Boiss. & Reut.) Nyman,Plantae
2898,Platanus hispanica Mill. ex Münchh.,Platanaceae,Platanus,hispanica,species,,Mill. ex Münchh.,Plantae
2900,Fallopia dumetorum (L.) Holub,Polygonaceae,Fallopia,dumetorum,species,,(L.) Holub,Plantae
2902,Anagallis crassifolia Thore,Primulaceae,Anagallis,crassifolia,species,,Thore,Plantae
2909,Ranunculus tuberosus Lapeyr.,Ranunculaceae,Ranunculus,tuberosus,species,,Lapeyr.,Plantae
2910,Sesamoides minor (Lange) Kuntze,Resedaceae,Sesamoides,minor,species,,(Lange) Kuntze,Plantae
2914,Potentilla neumanniana Rchb.,Rosaceae,Potentilla,neumanniana,species,,Rchb.,Plantae
2918,Rubus caesius L.,Rosaceae,Rubus,caesius,species,,L.,Plantae
2920,Rubus galloecicus Pau,Rosaceae,Rubus,galloecicus,species,,Pau,Plantae
2921,Rubus lainzii H.E. Weber,Rosaceae,Rubus,lainzii,species,,H.E. Weber,Plantae
2922,Rubus praecox Bertol.,Rosaceae,Rubus,praecox,species,,Bertol.,Plantae
2923,Rubus radula Weihe ex Boenn.,Rosaceae,Rubus,radula,species,,Weihe ex Boenn.,Plantae
2924,Rubus vagabundus Samp.,Rosaceae,Rubus,vagabundus,species,,Samp.,Plantae
2925,Rubus vestitus Weihe,Rosaceae,Rubus,vestitus,species,,Weihe,Plantae
2934,Thesium humifusum DC.,Santalaceae,Thesium,humifusum,species,,DC.,Plantae
2940,Odontites luteus (L.) Clairv.,Scrophulariaceae,Odontites,luteus,species,,(L.) Clairv.,Plantae
2953,Lycopersicon esculentum Mill.,Solanaceae,Lycopersicon,esculentum,species,,Mill.,Plantae
2957,Tropaeolum majus L.,Tropaeolaceae,Tropaeolum,majus,species,,L.,Plantae
2959,Conopodium pyrenaeum (Loisel.) Miégev.,Umbelliferae,Conopodium,pyrenaeum,species,,(Loisel.) Miégev.,Plantae
2960,Eryngium duriaei J. Gay ex Boiss.,Umbelliferae,Eryngium,duriaei,species,,J. Gay ex Boiss.,Plantae
2963,Torilis leptophylla (L.) Reichenb. fil.,Umbelliferae,Torilis,leptophylla,species,,(L.) Reichenb. fil.,Plantae
2965,Alisma lanceolatum With.,Alismataceae,Alisma,lanceolatum,species,,With.,Plantae
2966,Luronium natans (L.) Raf.,Alismataceae,Luronium,natans,species,,(L.) Raf.,Plantae
2973,Carex pseudocyperus L.,Cyperaceae,Carex,pseudocyperus,species,,L.,Plantae
2977,Agrostis tileni Nieto Fel. & Castrov.,Gramineae,Agrostis,tileni,species,,Nieto Fel. & Castrov.,Plantae
2981,Avena byzantina C. Koch,Gramineae,Avena,byzantina,species,,C. Koch,Plantae
2982,Avena hirsuta Lag.,Gramineae,Avena,hirsuta,species,,Lag.,Plantae
2983,Avena barbata Pott ex Link subsp. lusitanica (Tab. Morais) Romero Zarco,Gramineae,Avena,barbata,subsp.,lusitanica,(Tab. Morais) Romero Zarco,Plantae
2987,Aira flexuosa (L.) Drejer.,Gramineae,Aira,flexuosa,species,,(L.) Drejer.,Plantae
2988,Ehrharta calycina Sm.,Gramineae,Ehrharta,calycina,species,,Sm.,Plantae
2989,Eragrostis bahiensis Schrad. ex Schult.,Gramineae,Eragrostis,bahiensis,species,,Schrad. ex Schult.,Plantae
2993,Festuca juncifolia Chaub.,Gramineae,Festuca,juncifolia,species,,Chaub.,Plantae
2995,Festuca nigrescens Lam.,Gramineae,Festuca,nigrescens,species,,Lam.,Plantae
2998,Festuca rivularis Boiss.,Gramineae,Festuca,rivularis,species,,Boiss.,Plantae
2999,Festuca rothmaleri (Litard.) Markgr.-Dann.,Gramineae,Festuca,rothmaleri,species,,(Litard.) Markgr.-Dann.,Plantae
3002,Hordeum vulgare L.,Gramineae,Hordeum,vulgare,species,,L.,Plantae
3006,Milium effusum L.,Gramineae,Milium,effusum,species,,L.,Plantae
3008,Phalaris brachystachys Link,Gramineae,Phalaris,brachystachys,species,,Link,Plantae
3010,Poa legionensis (M. Laínz) Fern.-Casas & M. Laínz,Gramineae,Poa,legionensis,species,,(M. Laínz) Fern.-Casas & M. Laínz,Plantae
3016,Triticum aestivum L.,Gramineae,Triticum,aestivum,species,,L.,Plantae
3017,Triticum durum Desf.,Gramineae,Triticum,durum,species,,Desf.,Plantae
3018,Triticum turgidum L.,Gramineae,Triticum,turgidum,species,,L.,Plantae
3019,Crocus carpetanus Boiss. & Reut.,Iridaceae,Crocus,carpetanus,species,,Boiss. & Reut.,Plantae
3027,Luzula spicata (L.) DC.,Juncaceae,Luzula,spicata,species,,(L.) DC.,Plantae
3029,Allium cepa L.,Liliaceae,Allium,cepa,species,,L.,Plantae
3030,Allium ericetorum Thore,Liliaceae,Allium,ericetorum,species,,Thore,Plantae
3032,Allium sativum L.,Liliaceae,Allium,sativum,species,,L.,Plantae
3035,Gagea minima (L.) Ker Gawl.,Iridaceae,Gagea,minima,species,,(L.) Ker Gawl.,Plantae
3037,Lilium candidum L.,Liliaceae,Lilium,candidum,species,,L.,Plantae
3039,Streptopus amplexifolius (L.) DC.,Liliaceae,Streptopus,amplexifolius,species,,(L.) DC.,Plantae
3040,Aceras anthropophorum (L.) W.T. Aiton,Orchidaceae,Aceras,anthropophorum,species,,(L.) W.T. Aiton,Plantae
3044,Potamogeton pectinatus L.,Potamogetonaceae,Potamogeton,pectinatus,species,,L.,Plantae
3048,Amaranthus muricatus (Moq.) Hieron.,Amaranthaceae,Amaranthus,muricatus,species,,(Moq.) Hieron.,Plantae
3049,Ammophila arenaria (L.) Link,Gramineae,Ammophila,arenaria,species,,(L.) Link,Plantae
3050,Anthyllis vulneraria L. subsp. iberica (W. Becker) Jalas ex Cullen,Leguminosae,Anthyllis,vulneraria,subsp.,iberica,(W. Becker) Jalas ex Cullen,Plantae
3052,Arnica montana L. subsp. montana,Compositae,Arnica,montana,subsp.,montana,L.,Plantae
3053,Carduus nigrescens Vill. subsp. nigrescens,Compositae,Carduus,nigrescens,subsp.,nigrescens,Vill.,Plantae
3059,Corylus avellana L.,Betulaceae,Corylus,avellana,species,,L.,Plantae
3062,Crocus clusii clusii J. Gay,Iridaceae,Crocus,clusii,species,,,Plantae
3066,Epilobium tetragonum L. subsp. tetragonum,Onagraceae,Epilobium,tetragonum,subsp.,tetragonum,L.,Plantae
3068,Equisetum palustre L.,Equisetaceae,Equisetum,palustre,species,,L.,Plantae
3078,Juglans regia L.,Juglandaceae,Juglans,regia,species,,L.,Plantae
3082,Glandora diffusa (Lag.) D.C. Thomas,Boraginaceae,Glandora,diffusa,species,,(Lag.) D.C. Thomas,Plantae
3084,Lonicera japonica Thunb.,Caprifoliaceae,Lonicera,japonica,species,,Thunb.,Plantae
3085,Lupinus angustifolius L.,Leguminosae,Lupinus,angustifolius,species,,L.,Plantae
3088,Medicago rigidula (L.) All.,Leguminosae,Medicago,rigidula,species,,(L.) All.,Plantae
3089,Neslia paniculata (L.) Desv. subsp. thracica (Velen.) Bornm.,Cruciferae,Neslia,paniculata,subsp.,thracica,(Velen.) Bornm.,Plantae
3091,Ornithogalum broteri M. Laínz,Liliaceae,Ornithogalum,broteri,species,,M. Laínz,Plantae
3094,Orobanche rapum-genistae Thuill.,Orobanchaceae,Orobanche,rapum-genistae,species,,Thuill.,Plantae
3100,Raphanus raphanistrum L. subsp. raphanistrum,Cruciferae,Raphanus,raphanistrum,subsp.,raphanistrum,L.,Plantae
3105,Solanum linnaeanum Hepper & P.-M.L. Jaeger,Solanaceae,Solanum,linnaeanum,species,,Hepper & P.-M.L. Jaeger,Plantae
3108,Torilis arvensis (Huds.) Link subsp. purpurea (Ten.) Hayek,Umbelliferae,Torilis,arvensis,subsp.,purpurea,(Ten.) Hayek,Plantae
3111,Valeriana officinalis L. subsp. officinalis,Valerianaceae,Valeriana,officinalis,subsp.,officinalis,L.,Plantae
3112,Festuca queriana Litard.,Gramineae,Festuca,queriana,species,,Litard.,Plantae
3113,"Crepis novoana S. Ortiz, Soñora & Rodr. Oubiña",Compositae,Crepis,novoana,species,,"S. Ortiz, Soñora & Rodr. Oubiña",Plantae
3114,Festuca vasconcensis (Markgr.-Dann.) Auquier subsp. actiophyta (M:I: Gut.) Mart.-Sagarra,Gramineae,Festuca,vasconcensis,subsp.,actiophyta,(M:I: Gut.) Mart.-Sagarra,Plantae
3115,Euonymus japonicus L.,Celastraceae,Euonymus,japonicus,species,,L.,Plantae
3116,Medicago falcata L.,Leguminosae,Medicago,falcata,species,,L.,Plantae
3118,Cistus x cypryus Lam.,Cistaceae,Cistus,cypryus,hybrid,,Lam.,Plantae
3119,Escallonia rubra (Ruiz & Pav.) Pers.,Grossulariaceae,Escallonia,rubra,species,,(Ruiz & Pav.) Pers.,Plantae
3120,Oxalis articulata Savigny,Oxalidaceae,Oxalis,articulata,species,,Savigny,Plantae
3121,Roldana petasitis (Sims) H. Rob. & Brettell,Compositae,Roldana,petasitis,species,,(Sims) H. Rob. & Brettell,Plantae
3122,Silene muscipula L.,Caryophyllaceae,Silene,muscipula,species,,L.,Plantae
3123,Polypodium x fontqueri Rothm.,Polypodiaceae,Polypodium,fontqueri,hybrid,,Rothm.,Plantae
3124,Polypodium x shivasiae Rothm.,Polypodiaceae,Polypodium,shivasiae,hybrid,,Rothm.,Plantae
3125,Polypodium x mantoniae Rothm.,Polypodiaceae,Polypodium,mantoniae,hybrid,,Rothm.,Plantae
3129,Crepis pulchra L. subsp. pulchra,Compositae,Crepis,pulchra,subsp.,pulchra,L.,Plantae
3130,Eragrostis curvula (Schrad.) Nees,Gramineae,Eragrostis,curvula,species,,(Schrad.) Nees,Plantae
3131,Umbilicus heylandianus Webb & Berthel.,Crassulaceae,Umbilicus,heylandianus,species,,Webb & Berthel.,Plantae
3132,Dactylorhiza insularis Ó. Sánchez & Herrero,Orchidaceae,Dactylorhiza,insularis,species,,Ó. Sánchez & Herrero,Plantae
3133,Dactylorhiza sulphurea (Link) Franco,Orchidaceae,Dactylorhiza,sulphurea,species,,(Link) Franco,Plantae
3135,Epipactis fageticola (C.E. Hermos.) Devillers-Tersch. & Devillers,Orchidaceae,Epipactis,fageticola,species,,(C.E. Hermos.) Devillers-Tersch. & Devillers,Plantae
3136,Rorippa curvisiliqua (Hook.) Bessey ex Britton,Cruciferae,Rorippa,curvisiliqua,species,,(Hook.) Bessey ex Britton,Plantae
3137,Paraserianthes lophanta (Wild.) I.C. Nielsen,Leguminosae,Paraserianthes,lophanta,species,,(Wild.) I.C. Nielsen,Plantae
3146,Gentiana lutea L. subsp. lutea,Gentianaceae,Gentiana,lutea,subsp.,lutea,L.,Plantae
3147,Cuscuta campestris Yunck.,Convolvulaceae,Cuscuta,campestris,species,,Yunck.,Plantae
3148,Lomelosia stellata (L.) Raf.,Dipsacaceae,Lomelosia,stellata,species,,(L.) Raf.,Plantae
3149,Bidens frondosa L.,Compositae,Bidens,frondosa,species,,L.,Plantae
3150,Lactuca perennis L. subsp. perennis,Compositae,Lactuca,perennis,subsp.,perennis,L.,Plantae
3151,Festuca paniculata (L.) Schinz & Thell. subsp. multispiculata Rivas Ponce & Cebolla,Gramineae,Festuca,paniculata,subsp.,multispiculata,Rivas Ponce & Cebolla,Plantae
3153,Eragrostis minor Host,Gramineae,Eragrostis,minor,species,,Host,Plantae
3154,Yucca gloriosa L.,Agavaceae,Yucca,gloriosa,species,,L.,Plantae
3158,Anthyllis vulneraria L. subsp. alpestris (Kit. ex Schult.) Asch. & Graebn.,Leguminosae,Anthyllis,vulneraria,subsp.,alpestris,(Kit. ex Schult.) Asch. & Graebn.,Plantae
3159,Arabis nova Vill. subsp. iberica Rivas Mart. ex Talavera,Cruciferae,Arabis,nova,subsp.,iberica,Rivas Mart. ex Talavera,Plantae
3160,Avenula pratensis (L.) Dumort. subsp. iberica (St.-Yves) O. Bolòs & Vigo,Gramineae,Avenula,pratensis,subsp.,iberica,(St.-Yves) O. Bolòs & Vigo,Plantae
3161,Carex tomentosa L.,Cyperaceae,Carex,tomentosa,species,,L.,Plantae
